UniProt	KEGG name
P58058;Q3TCP7	Nicotinate and nicotinamide metabolism
Q9QWR8;O88620;Q8R437;Q8VDK2	Glycosphingolipid biosynthesis - globo series;Lysosome
Q8JZV7;Q8BK10	Amino sugar and nucleotide sugar metabolism
Q9QZ08	Amino sugar and nucleotide sugar metabolism
Q8BJ48;Q3UUT5;Q8CHQ8;Q9QZE6	Lysosome
Q8R4H7;B1AQG2;Q8C6G6;Q8CI77;Q8K1R8	Arginine and proline metabolism
Q99KQ4;Q8C3B5;Q9JKM0	Nicotinate and nicotinamide metabolism
Q9CPT3	Amino sugar and nucleotide sugar metabolism
O09043	Lysosome
Q9DB73;Q91W81	Amino sugar and nucleotide sugar metabolism
Q9DCN2	Amino sugar and nucleotide sugar metabolism
Q8K224;Q3UE04;Q6ZPJ7;Q80VD3;Q8BW78	Ribosome biogenesis in eukaryotes
Q3KNK3;Q3UGG1;Q8BUG7	Amino sugar and nucleotide sugar metabolism
Q9R207;O88981;Q3UY57;Q811I6;Q8CCY0;Q9R1X1	Homologous recombination
P13595;P13594;Q61949;Q61950;Q6LBU8;Q8BQ96;Q8C4B2;Q921P2;Q9R2A7	Cell adhesion molecules (CAMs);Prion diseases
O35136;O35962;Q0VF23	Cell adhesion molecules (CAMs);Prion diseases
Q9CQ49;Q0VF93;Q3UI86	RNA transport;mRNA surveillance pathway;Spliceosome
Q91WD8	Phototransduction
Q3UYV9;B1AWH4;Q3TEM1;Q7TNE8	RNA transport;mRNA surveillance pathway;Spliceosome
Q99M51;O55032;Q9Z279	ErbB signaling pathway;T cell receptor signaling pathway;Pathogenic Escherichia coli infection
O55033	ErbB signaling pathway;T cell receptor signaling pathway;Pathogenic Escherichia coli infection
Q09014;O70144;Q3UE58;Q9JI34	Chemokine signaling pathway;Phagosome;Osteoclast differentiation;Fc gamma R-mediated phagocytosis;Leukocyte transendothelial migration;Leishmaniasis
Q8BLF1;Q69ZL0;Q8BZK3	Bile secretion
O70145;Q3TC92;Q3U5S4	Phagosome;Osteoclast differentiation;Leukocyte transendothelial migration;Leishmaniasis
P28660;Q3UPY6;Q80TX0;Q8CG49;Q99KY0	Regulation of actin cytoskeleton
P97369;Q3TBC6	Phagosome;Osteoclast differentiation;Leukocyte transendothelial migration;Leishmaniasis
Q8K1X4	Regulation of actin cytoskeleton
Q9WU42;E9Q9V0;Q9WU43;Q9WUC1	Notch signaling pathway
Q8C567;Q1RLN4;Q80UY6;Q9Z0Q4	Natural killer cell mediated cytotoxicity
Q8VCB1	RNA transport
Q60867;Q545N9;Q60897	Maturity onset diabetes of the young
Q9WV84	Purine metabolism;Pyrimidine metabolism
Q9WV85;Q9D931;Q9EPA2	Purine metabolism;Pyrimidine metabolism
Q01768	Purine metabolism;Pyrimidine metabolism
Q99MH5;Q810R1	Purine metabolism;Pyrimidine metabolism
P15532	Purine metabolism;Pyrimidine metabolism
O88425;Q99M53	Purine metabolism;Pyrimidine metabolism
Q3UHN9;O70353;Q3TBX3;Q3TDS3;Q8BZE5;Q9R206	Glycosaminoglycan biosynthesis - heparan sulfate
O35683	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q62425;Q9CQP6	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
P52850;Q3UDF4;Q549P5	Glycosaminoglycan biosynthesis - heparan sulfate
Q9DCJ5;A2AL45	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q7TMF3;Q3TIA0	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q9CQ75;Q9WUB2	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q99LC3;Q3UKK0;Q8BL57;Q9CW21	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q9EQH7;Q6AXE0;Q9D557	Glycosaminoglycan biosynthesis - heparan sulfate
Q9CQZ5	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q9EQW8;D3Z1R7	Glycosaminoglycan biosynthesis - heparan sulfate
Q9CQ91;Q0VBA7	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q9CPP6;Q9CY90;Q9D2P2;Q9D703;Q9D739	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q9Z1P6	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q9DC69;Q6GTD3;Q99JP9	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q9CQC7	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q9ERS2;Q9DC98;Q9DCA1	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q9CQJ8	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q9CPU2	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q9CQY9;Q58DY9	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q9CR61	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q9CQH3	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q9CQZ6;Q3UUR9	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q9DCS9;Q3UAE3	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q9CQ54;Q3TLB2	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q9D6J5;Q9D6M7	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q91WD5;Q3TNA8;Q3U5Y9;Q3UJX7;Q99L23	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q3UIU2	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q99LY9;Q3U734	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q91VD9;Q3UQ73;Q8BM16	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
O09111	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q9DC70	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q9DCT2;Q8BTZ3;Q8R073	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q9CXZ1;Q9WUB1	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
P52503;Q5M9J7	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q9D6J6;Q3U9L9;Q8BU07;Q8K2L0	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q8R007;Q3U318;Q8CED8;Q9DBP8	Adherens junction
Q8K3J1	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q8BK30	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q91YT0	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
Q9JKF6;Q6P9M9;Q9ERL5;Q9JI17	Cell adhesion molecules (CAMs);Adherens junction
Q8K203;Q4ADY6;Q8CD85;Q8R3P4	Base excision repair
P32507;Q62096	Cell adhesion molecules (CAMs);Adherens junction
Q80Z24;Q3UHQ8;Q80T70	Cell adhesion molecules (CAMs)
Q9JLB9;Q059N7;Q9D006;Q9JLB7;Q9JLB8	Cell adhesion molecules (CAMs);Adherens junction
Q8K4Q6;Q80V58;Q9CYT9	Base excision repair
Q6R2P8;G3X969	Base excision repair
P46935;O08758;Q3UZI2;Q8BGB3	Ubiquitin mediated proteolysis;Endocytosis
O35130	Ribosome biogenesis in eukaryotes
P97798	Cell adhesion molecules (CAMs)
O88522;Q924H4	MAPK signaling pathway;Chemokine signaling pathway;Apoptosis;Osteoclast differentiation;Toll-like receptor signaling pathway;NOD-like receptor signaling pathway;RIG-I-like receptor signaling pathway;Cytosolic DNA-sensing pathway;T cell receptor signaling pathway;B cell receptor signaling pathway;Adipocytokine signaling pathway;Epithelial cell signaling in Helicobacter pylori infection;Shigellosis;Chagas disease (American trypanosomiasis);Toxoplasmosis;Hepatitis C;Pathways in cancer;Pancreatic cancer;Prostate cancer;Chronic myeloid leukemia;Acute myeloid leukemia;Small cell lung cancer;Primary immunodeficiency
Q61391;Q6NXX5;Q8K251	Renin-angiotensin system;Hematopoietic cell lineage;Protein digestion and absorption;Alzheimer's disease
P35454	Neuroactive ligand-receptor interaction
Q9R1A3;Q9QY49;Q9WVA6	Axon guidance
Q99KK2;O88719;Q8C330;Q8K2G7	Amino sugar and nucleotide sugar metabolism
Q9JI33;E9QMT3	Axon guidance
Q91YP2;Q3UJP1;Q8R3F4	Renin-angiotensin system
P35455	Neuroactive ligand-receptor interaction;Vascular smooth muscle contraction;Vasopressin-regulated water reabsorption
O09118;B1ARR0;Q60832;Q9QY50	Axon guidance
O35657;O55220;Q99KG9	Other glycan degradation;Sphingolipid metabolism;Lysosome
Q9JMH3;Q99NA3	Other glycan degradation;Sphingolipid metabolism
Q9WV30;E9Q0P3;E9Q6U2;G5E8N9;Q91WY0;Q9JLA1	Wnt signaling pathway;Axon guidance;VEGF signaling pathway;Natural killer cell mediated cytotoxicity;T cell receptor signaling pathway;B cell receptor signaling pathway
Q60795;Q3UQK0	Protein processing in endoplasmic reticulum
Q9D3P9	Neuroactive ligand-receptor interaction
Q04690;Q61956;Q61957	MAPK signaling pathway
P19246;A1E2H9;Q5SVF6;Q61959	Amyotrophic lateral sclerosis (ALS)
Q9JMH7	Other glycan degradation;Sphingolipid metabolism
Q60591;A2APK2;A2APK3;A2AQC5;A2AQC6;A2AQC7;B5B2Q3;Q60984;Q60985;Q91Y65	Wnt signaling pathway;Axon guidance;VEGF signaling pathway;Natural killer cell mediated cytotoxicity;T cell receptor signaling pathway;B cell receptor signaling pathway
Q8BZL1;Q6NS66	Other glycan degradation;Sphingolipid metabolism
Q8K120;B5B2X2;Q3TXW7;Q9EP91	Wnt signaling pathway;Axon guidance;VEGF signaling pathway;Natural killer cell mediated cytotoxicity;T cell receptor signaling pathway;B cell receptor signaling pathway
Q9WTK5	MAPK signaling pathway;Osteoclast differentiation;Pathways in cancer
Q810U3	Cell adhesion molecules (CAMs)
P08551;Q8K0Z0	Amyotrophic lateral sclerosis (ALS)
Q9Z1J3;Q8C6I5	Thiamine metabolism;Sulfur relay system
P25799;B2RRQ6;Q3TZE8;Q3V2V6;Q6TDG8;Q75ZL1;Q80Y21;Q8C712	MAPK signaling pathway;Chemokine signaling pathway;Apoptosis;Osteoclast differentiation;Toll-like receptor signaling pathway;NOD-like receptor signaling pathway;RIG-I-like receptor signaling pathway;Cytosolic DNA-sensing pathway;T cell receptor signaling pathway;B cell receptor signaling pathway;Neurotrophin signaling pathway;Adipocytokine signaling pathway;Epithelial cell signaling in Helicobacter pylori infection;Shigellosis;Leishmaniasis;Chagas disease (American trypanosomiasis);Toxoplasmosis;Amoebiasis;ko05152;Hepatitis C;Measles;Pathways in cancer;Pancreatic cancer;Prostate cancer;Chronic myeloid leukemia;Acute myeloid leukemia;Small cell lung cancer
P23708	Antigen processing and presentation;ko05152
P63139;P22569;Q3UK54	Antigen processing and presentation;ko05152
P08553;A2VCT5;Q0VDM8;Q3HRJ6;Q3TNS4;Q3TPK2;Q61961;Q8BQ20	Amyotrophic lateral sclerosis (ALS)
P70353;O35088;Q6GU21	Antigen processing and presentation;ko05152
P01139;Q63864;Q6LDB7	MAPK signaling pathway;Apoptosis;Neurotrophin signaling pathway
Q8CHT1;Q8R204;Q923H2;Q9JHT9	Axon guidance
Q9JI78;Q8K113;Q9CTK3	Protein processing in endoplasmic reticulum
Q9D0T1;O08754;Q3UY64	Ribosome biogenesis in eukaryotes;Spliceosome
P70661	Maturity onset diabetes of the young
Q3KNJ2;A2RT39;Q99JK0;Q9D9U0	Non-homologous end-joining
Q9CRB2	Ribosome biogenesis in eukaryotes
Q8BR37	Ubiquitin mediated proteolysis
Q9JHL1;Q3TDR3;Q6P074;Q8BGL9;Q8BW05;Q9DCR6	Aldosterone-regulated sodium reabsorption
P57716;E9QLZ6;Q8VE20	Notch signaling pathway;Alzheimer's disease
Q6KCD5;Q6KC78;Q7TNS4;Q8BKV4;Q8CES9;Q9CUC6	Cell cycle - yeast
P30548;Q8BYR7	Calcium signaling pathway;Neuroactive ligand-receptor interaction;Measles
Q9JHW2;Q9CTG9	Alanine, aspartate and glutamate metabolism
Q99MH6;Q3TLD6;Q8K200;Q91Y46	Wnt signaling pathway
P42586	Maturity onset diabetes of the young
O54709	Natural killer cell mediated cytotoxicity;Malaria
P30549	Calcium signaling pathway;Neuroactive ligand-receptor interaction
Q8VE28;Q3TYU5;Q3UM34;Q8C4J8;Q91Y45;Q9D7U9	Wnt signaling pathway
Q99MA9;B2RQP4;Q9ERQ7	Maturity onset diabetes of the young
P47937;Q61968;Q8BL44;Q9JKN0	Calcium signaling pathway;Neuroactive ligand-receptor interaction
Q99K10	Cell adhesion molecules (CAMs)
O54949;Q5SYE6;Q6PF98	MAPK signaling pathway;Wnt signaling pathway;Adherens junction
P97436;O09087	Pathways in cancer;Prostate cancer
Q69ZK9;Q5F288	Cell adhesion molecules (CAMs)
Q3TL44;Q3UKJ1;Q80W30;Q8C249	RIG-I-like receptor signaling pathway
Q3UP24;Q3TAU8	NOD-like receptor signaling pathway
Q2LKU9;M4T3K8;M4T4C8;M4T632;M4TJP5;Q3U0B5;Q67EY4	NOD-like receptor signaling pathway
A1Z198;F6R9S5;Q2LK61;Q2LKV8	NOD-like receptor signaling pathway
Q8BYM5;A2AGI1;Q8BXR4	Cell adhesion molecules (CAMs)
Q9CR53	Neuroactive ligand-receptor interaction
Q03391;C9K0Z5	Calcium signaling pathway;Neuroactive ligand-receptor interaction;Long-term potentiation;Alzheimer's disease;Amyotrophic lateral sclerosis (ALS)
Q99L48;Q3UPR1;Q8BM61	Ribosome biogenesis in eukaryotes;RNA transport
Q8BNJ3	Nicotinate and nicotinamide metabolism
A2AIR5;A2AIR4;Q69Z52	Neuroactive ligand-receptor interaction
Q99JR6;Q58E37	Nicotinate and nicotinamide metabolism
P35438;A2AI15;A2AI18;Q8CFS4	Calcium signaling pathway;Neuroactive ligand-receptor interaction;Long-term potentiation;Alzheimer's disease;Amyotrophic lateral sclerosis (ALS);Huntington's disease
O54799	Neuroactive ligand-receptor interaction
P35436	Calcium signaling pathway;Neuroactive ligand-receptor interaction;Long-term potentiation;Alzheimer's disease;Amyotrophic lateral sclerosis (ALS);Systemic lupus erythematosus
Q91ZU9;Q8VHV0	Neuroactive ligand-receptor interaction
O55040;G5E871;Q0VB23	Neuroactive ligand-receptor interaction
Q8R4B8;Q1JQ87;Q1JQ88;Q6JEL0;T1W2H6	NOD-like receptor signaling pathway
O55239	Nicotinate and nicotinamide metabolism
Q8BZ39;Q91Z76	Neuroactive ligand-receptor interaction
Q01097;Q9DCB2	Neuroactive ligand-receptor interaction;Long-term potentiation;Alzheimer's disease;Amyotrophic lateral sclerosis (ALS);Huntington's disease;Systemic lupus erythematosus
Q9QXK8	Neuroactive ligand-receptor interaction
Q9EPA7;Q6B504	Nicotinate and nicotinamide metabolism
Q01098	Calcium signaling pathway;Neuroactive ligand-receptor interaction;Long-term potentiation;Alzheimer's disease;Amyotrophic lateral sclerosis (ALS)
Q8BW10;Q7TPR3;Q9CRD7	Ribosome biogenesis in eukaryotes
Q8BHB0;Q8BUT6	NOD-like receptor signaling pathway;Epithelial cell signaling in Helicobacter pylori infection;Shigellosis
Q99LH1;B1ASC3;Q8BIF8	Ribosome biogenesis in eukaryotes
P43021;Q8BH87	TGF-beta signaling pathway
Q8R5K4;Q3TL75;Q3U1P8;Q6PAN8;Q8C6V4;Q8R5K3;Q8VCG0;Q8WTY7	Ribosome biogenesis in eukaryotes
P97466	TGF-beta signaling pathway
Q9CQS2	Ribosome biogenesis in eukaryotes
Q6DFW4;O70396;Q3UYX9;Q3UZA3;Q8C8Y7	Ribosome biogenesis in eukaryotes
Q9D6Z1;Q3UD45;Q8BVL1;Q8VDT2;Q99LT8;Q9CT15	Ribosome biogenesis in eukaryotes
P29477;O70515;O70516;Q5SXT3;Q6P6A0;Q8R410	Arginine and proline metabolism;Calcium signaling pathway;Peroxisome;Leishmaniasis;Chagas disease (American trypanosomiasis);Toxoplasmosis;Amoebiasis;ko05152;Pathways in cancer;Small cell lung cancer
Q9Z0J4;Q3UR10;Q64208	Arginine and proline metabolism;Calcium signaling pathway;Phagosome;Long-term depression;Salivary secretion;Alzheimer's disease;Amyotrophic lateral sclerosis (ALS)
Q672J9;Q6Y4Q8	Phagosome;Osteoclast differentiation;Leukocyte transendothelial migration
Q61982	Dorso-ventral axis formation;Notch signaling pathway
P31695;A2CG28;O35442;O88314;O88316;Q62389;Q62390;Q9R1W9;Q9R1X0	Dorso-ventral axis formation;Notch signaling pathway
Q8CIZ9;A2AEK5;Q0KKX3;Q0KKX5;Q811U2	Phagosome;Osteoclast differentiation;Leukocyte transendothelial migration
P70313;O55056;Q7TSV7	Arginine and proline metabolism;Calcium signaling pathway
P49681	Neuroactive ligand-receptor interaction
P97460	Circadian rhythm - mammal
Q01705;Q06007;Q3TZW2;Q3U3Y2;Q61905;Q7TQ50;Q7TQ51;Q7TQ52;Q8K428;Q99JC2;Q9QW58;Q9R0X7	Dorso-ventral axis formation;Notch signaling pathway
O35604;G3X8W9;O35605	Lysosome
Q8K4P1	Neuroactive ligand-receptor interaction
Q9Z0J0;Q3UB23	Lysosome
O35516;G5E8J0;Q06008;Q60941	Dorso-ventral axis formation;Notch signaling pathway
Q924H0;Q8BKR6	Neuroactive ligand-receptor interaction
Q9WVA8	Neuroactive ligand-receptor interaction
Q9DCJ9	Amino sugar and nucleotide sugar metabolism
P60670;B1ATY4;B1ATY5	Protein processing in endoplasmic reticulum
Q04573;Q61993	Neuroactive ligand-receptor interaction
Q61041;Q3UN46	Neuroactive ligand-receptor interaction
P57774;Q925V2;Q9ET27	Neuroactive ligand-receptor interaction;Adipocytokine signaling pathway
O70342;O35380;Q9JMK1	Neuroactive ligand-receptor interaction
P97295;F7C6W7;Q8BWV1	Neuroactive ligand-receptor interaction
Q61212;Q3ZAW3	Neuroactive ligand-receptor interaction
Q62227;Q53Z53	Bile secretion
P12813	MAPK signaling pathway
P41251;Q3TB84	Lysosome;Mineral absorption
Q9Z0Y9;Q9QUH7	PPAR signaling pathway;Hepatitis C
Q3UV55;Q3UJJ1;Q62171;Q6EEZ6;Q922A5;Q9ESY4	Circadian rhythm - mammal
P49282;O54903;Q3UFV5;Q8BJL2;Q8BWV3;Q8CFA0;Q8VCU6	Lysosome;Mineral absorption
Q60641;D3YTT2;E9QJW2;Q60642;Q60643	Bile secretion
P45448;B9EHF9	Maturity onset diabetes of the young
Q810U4;Q80U33;Q8BLG8;Q8BX92;Q8BYJ8	Cell adhesion molecules (CAMs)
Q9WU00;Q9CXE4	Huntington's disease
Q923B3;Q8BS00;Q9D6I6;Q9QZ07	Neurotrophin signaling pathway
O35181	ErbB signaling pathway
Q9WTX4	ErbB signaling pathway
P97333;Q6PAR3	Axon guidance
Q6P9K9;E9PW93;E9Q466;Q8CCT8	Cell adhesion molecules (CAMs)
Q91W63;Q3TDW3	Nicotinate and nicotinamide metabolism
P0DI97	Cell adhesion molecules (CAMs)
P46460;A2A646;Q8BQ65;Q8C3R2;Q8CCT9;Q8CEF0;Q923C6	Vasopressin-regulated water reabsorption
O70572	Sphingolipid metabolism
Q9CZ44;A2AT03;Q80Y15;Q8BYL3	Protein processing in endoplasmic reticulum
Q8BVE8;B3VCH6;Q6ZPY1;Q7TSF5;Q811F0	Lysine degradation
Q9JJY3;Q3UTQ5	Sphingolipid metabolism
Q6P2L6;Q3TDS4;Q3U0L8;Q3V131;Q8BJT3	Lysine degradation
Q6ZPR5;Q3TPE0;Q3TPP1;Q8CBJ5;Q8CD12;Q8CD83;Q8R0J3;Q9CX74	Sphingolipid metabolism
Q9R1J0;O55109	Steroid biosynthesis
Q9JM14	Purine metabolism;Pyrimidine metabolism;Nicotinate and nicotinamide metabolism
P70172;Q8VI83;Q925U7	Bile secretion
P20181	MAPK signaling pathway;Neurotrophin signaling pathway
Q8VCE6	Purine metabolism;Pyrimidine metabolism;Nicotinate and nicotinamide metabolism
Q80VU4	MAPK signaling pathway;Neurotrophin signaling pathway
Q8R4G0;Q68FE5;Q69ZU3;Q8R4F3;Q8R4F4;Q8R4F5;Q8R4F6;Q8R4F7;Q8R4F8;Q8R4F9;Q9ESR3;Q9ESR4;Q9ESR5;Q9ESR6;Q9ESR7;Q9ESR8	Axon guidance
O08705;O35940;Q52L86	Bile secretion
Q9CQA9	Purine metabolism;Thiamine metabolism
O35980;E9QMW1	Base excision repair
O88319	Calcium signaling pathway;Neuroactive ligand-receptor interaction
P70310;Q8VIF5	Neuroactive ligand-receptor interaction
Q3UFB7	MAPK signaling pathway;Endocytosis;Apoptosis;Neurotrophin signaling pathway;Pathways in cancer;Thyroid cancer
Q8BH74;Q99KH5	RNA transport
Q6ZQH8;Q4VA15;Q80UL4;Q8C7A1;Q8R3F1	RNA transport
P15209;Q3TUF9;Q80WU0;Q91XJ9	MAPK signaling pathway;Neurotrophin signaling pathway
P03888;Q9G0S6	Oxidative phosphorylation;Parkinson's disease
Q99P88	RNA transport
Q8R0G9;E9QLJ8	RNA transport
Q6VNS1;A4QPD0;Q9Z2P9;Q9Z2Q0	Neurotrophin signaling pathway
Q9Z0W3;Q3TBI7;Q3TP11;Q3U250;Q6A0A7;Q7TME1;Q9CZD9	RNA transport
Q80U93;A2ATN2	RNA transport
P03893	Oxidative phosphorylation;Parkinson's disease
P03899;Q35039;Q35040;Q9MD73	Oxidative phosphorylation;Parkinson's disease
P03903	Oxidative phosphorylation;Parkinson's disease
P03911	Oxidative phosphorylation;Parkinson's disease
P03921	Oxidative phosphorylation;Parkinson's disease
P03925	Oxidative phosphorylation;Parkinson's disease
Q4FZG9	Oxidative phosphorylation;Alzheimer's disease;Parkinson's disease;Huntington's disease
O08600	Apoptosis
P09405;Q548M9;Q61991;Q8BQD8;Q99K50	Pathogenic Escherichia coli infection
P11930;B2RS21	Peroxisome
Q9DCN1;Q6PFA5	Nicotinate and nicotinamide metabolism;Peroxisome
Q9QZS3;P70422;Q8CIB1;Q9DC57;Q9QZR1;Q9QZS4	Notch signaling pathway
Q8BVU5;A2AH31;Q3TZ68;Q8K1J4	Purine metabolism
Q9JKX6;A2ATT6;Q99KM4	Purine metabolism
O08919;Q4QQQ2;Q6NVG8	Notch signaling pathway
Q8R4R6;A2ATJ3;Q9D7J2	RNA transport
Q8BTS4;Q3TSI2;Q8BU42	RNA transport
Q9CWU9;Q9CZ80	RNA transport
P59235;E9QPN3	RNA transport
Q8CEC0;Q80Z13;Q8K090	RNA transport
Q8CIC2;Q8BJX3;Q8BVP7;Q924S0	RNA transport
Q8R332;Q3UJF4;Q8BUA7;Q8BVG7;Q8C0W3	RNA transport
Q8R480;A2A9W9;A2A9X0;Q9CYI9	RNA transport
Q9JIH2;Q3TG43;Q3TN17;Q6P1F4;Q6PAL4;Q8C2Y6;Q9CU02;Q9JK85	RNA transport
Q8BJ71;Q3TED9;Q8BIK7;Q8K1R4;Q8R592	RNA transport
Q63850;Q99JN7	RNA transport
Q6PFD9;Q68G59	RNA transport
Q3UNA4;B1AVX3;B1AVX5;Q505F8;Q6NVE1;Q8C070	Ribosome biogenesis in eukaryotes;RNA transport;mRNA surveillance pathway
Q9QZV9;Q3THE3;Q9D1P7	Ribosome biogenesis in eukaryotes;RNA transport;mRNA surveillance pathway
Q9DBY8;Q3USC4;Q8BW27;Q8K2B5	Ribosome biogenesis in eukaryotes
Q99JX7;O88985;Q3TJA5	Ribosome biogenesis in eukaryotes;RNA transport;mRNA surveillance pathway
Q8VEY3	Olfactory transduction
Q62007	Olfactory transduction
Q60887;Q9EQ88	Olfactory transduction
Q8VGI1	Olfactory transduction
Q8VGK5;Q9Z1U9	Olfactory transduction
Q60883;A7E1Z7;Q7TQS9	Olfactory transduction
Q60891;Q8VGR1;Q9EPY8	Olfactory transduction
Q8VFD0	Olfactory transduction
Q8VG02	Olfactory transduction
Q8VFX2	Olfactory transduction
Q8VFD2	Olfactory transduction
Q8VFK2;A2ALD0	Olfactory transduction
Q8VFD1	Olfactory transduction
Q8VEW5	Olfactory transduction
Q9QY00;A2ALD1;Q0VBG5	Olfactory transduction
Q8VG07	Olfactory transduction
Q0VAX9;Q62337;Q7TRE8;Q8VFJ2	Olfactory transduction
Q8VF76;A2ALC8	Olfactory transduction
Q8VF12	Olfactory transduction
Q9JHB2;Q9JM32	Olfactory transduction
Q8VG08	Olfactory transduction
Q60892;Q7TQV0;Q9ERY5;Q9JM18	Olfactory transduction
Q8VEW2;A0A0R4J0X9	Olfactory transduction
Q7TRF3	Olfactory transduction
Q8VG09;Q0VBE2	Olfactory transduction
Q8VEX5	Olfactory transduction
Q8VG13	Olfactory transduction
Q8VG42	Olfactory transduction
Q60884;A3KMK0;Q9EQ89	Olfactory transduction
Q8VGQ7;E9QKY8;Q05A60;Q7TS47	Olfactory transduction
Q8VEW6	Olfactory transduction
P34983;Q7TRB4;Q9EQA1	Olfactory transduction
Q8VF66	Olfactory transduction
Q60881;Q8VGP2	Olfactory transduction
Q8VEZ0;Q9WU91	Olfactory transduction
Q8VF65	Olfactory transduction
Q60878;Q9R0K1	Olfactory transduction
Q8VES2;A2AVB4	Olfactory transduction
Q8VG43	Olfactory transduction
Q8VG44	Olfactory transduction
Q7TR96;Q8VG30	Olfactory transduction
Q8VFC9	Olfactory transduction
Q60894;Q7TQS5	Olfactory transduction
Q8VFV4	Olfactory transduction
Q8VGI6	Olfactory transduction
Q8VBV9	Olfactory transduction
Q8VG03	Olfactory transduction
Q8VFK7;A0A1L1STE7;Q0VEQ7	Olfactory transduction
Q8VG05	Olfactory transduction
Q8VFD3	Olfactory transduction
Q8VGS3	Olfactory transduction
Q60856;A8YPE5;A8YPE7;A8YPE8;A8YPE9;E9QKP6;Q78ZX0;Q8JZN0;Q8JZN4;Q8VI98	Hepatitis C;Measles
P29758	Arginine and proline metabolism
P11928;F2Z419;Q3UEC1;Q64440;Q91VI0	Hepatitis C;Measles
E9Q9A9;Q8K4E5;Q8VI92	Hepatitis C;Measles
Q8VI93;B9EIU4;Q8K4D2	Hepatitis C;Measles
Q9DC50;Q921I4	Peroxisome
Q6NVF0;Q8BXC9	Inositol phosphate metabolism;Phosphatidylinositol signaling system
Q61146;Q544A7	Cell adhesion molecules (CAMs);Tight junction;Leukocyte transendothelial migration;Pathogenic Escherichia coli infection;Hepatitis C
P53395;Q3TMF5	Valine, leucine and isoleucine degradation
Q6P3A8	Valine, leucine and isoleucine degradation
Q60597;Q3UDM7;Q5DTI4;Q5SVX7;Q5SVX9;Q6PFZ2;Q80Y57;Q8K0K7;Q8K2Z3;Q8R3M2;Q91WP2	Citrate cycle (TCA cycle);Lysine degradation;Tryptophan metabolism
Q8BMF4;Q8K2G8;Q8R339;Q91ZB1	Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Pyruvate metabolism
Q9D2G2;Q3UEA0;Q4FK55;Q8CIE8	Citrate cycle (TCA cycle);Lysine degradation
Q8BKZ9	Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Pyruvate metabolism
P35486	Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Valine, leucine and isoleucine biosynthesis;Pyruvate metabolism;Butanoate metabolism
