UniProt	KEGG name
Q8K023;Q99N44	Steroid hormone biosynthesis
Q9JHW9;Q9EQP7;Q9JI72	Glycolysis / Gluconeogenesis;Histidine metabolism;Tyrosine metabolism;Phenylalanine metabolism;beta-Alanine metabolism;Metabolism of xenobiotics by cytochrome P450;Drug metabolism - cytochrome P450
E9Q3E1;Q497U8	Glycolysis / Gluconeogenesis;Histidine metabolism;Tyrosine metabolism;Phenylalanine metabolism;beta-Alanine metabolism;Metabolism of xenobiotics by cytochrome P450;Drug metabolism - cytochrome P450
O35945;Q80ZX7	Retinol metabolism
Q60823	MAPK signaling pathway;ErbB signaling pathway;Chemokine signaling pathway;mTOR signaling pathway;Apoptosis;VEGF signaling pathway;Osteoclast differentiation;Focal adhesion;Tight junction;Toll-like receptor signaling pathway;Jak-STAT signaling pathway;T cell receptor signaling pathway;B cell receptor signaling pathway;Fc epsilon RI signaling pathway;Fc gamma R-mediated phagocytosis;Neurotrophin signaling pathway;Insulin signaling pathway;Progesterone-mediated oocyte maturation;Adipocytokine signaling pathway;Carbohydrate digestion and absorption;Chagas disease (American trypanosomiasis);Toxoplasmosis;ko05152;Hepatitis C;Measles;Pathways in cancer;Colorectal cancer;Renal cell carcinoma;Pancreatic cancer;Endometrial cancer;Glioma;Prostate cancer;Melanoma;Chronic myeloid leukemia;Acute myeloid leukemia;Small cell lung cancer;Non-small cell lung cancer
Q9JLJ2;Q3U367	Glycolysis / Gluconeogenesis;Ascorbate and aldarate metabolism;Fatty acid metabolism;Valine, leucine and isoleucine degradation;Lysine degradation;Arginine and proline metabolism;Histidine metabolism;Tryptophan metabolism;beta-Alanine metabolism;Glycerolipid metabolism;Pyruvate metabolism;Propanoate metabolism
Q9CZS1;Q3UAH5	Glycolysis / Gluconeogenesis;Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Fatty acid metabolism;Valine, leucine and isoleucine degradation;Lysine degradation;Arginine and proline metabolism;Histidine metabolism;Tryptophan metabolism;beta-Alanine metabolism;Glycerolipid metabolism;Pyruvate metabolism;Chloroalkane and chloroalkene degradation;Propanoate metabolism;Limonene and pinene degradation
P24549;Q7TQJ0;Q811J0	Glycolysis / Gluconeogenesis;Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Fatty acid metabolism;Valine, leucine and isoleucine degradation;Lysine degradation;Arginine and proline metabolism;Histidine metabolism;Tryptophan metabolism;beta-Alanine metabolism;Glycerolipid metabolism;Pyruvate metabolism;Chloroalkane and chloroalkene degradation;Propanoate metabolism;Limonene and pinene degradation
P47739;B1ATI7;Q9R203	Glycolysis / Gluconeogenesis;Histidine metabolism;Tyrosine metabolism;Phenylalanine metabolism;beta-Alanine metabolism;Metabolism of xenobiotics by cytochrome P450;Drug metabolism - cytochrome P450
Q9DBF1;Q3TFC7;Q3TVH7;Q3UKT6	Glycolysis / Gluconeogenesis;Ascorbate and aldarate metabolism;Fatty acid metabolism;Glycine, serine and threonine metabolism;Valine, leucine and isoleucine degradation;Lysine biosynthesis;Lysine degradation;Arginine and proline metabolism;Histidine metabolism;Tryptophan metabolism;beta-Alanine metabolism;Glycerolipid metabolism;Pyruvate metabolism;Propanoate metabolism
Q8R0Y6	One carbon pool by folate
P31750;Q62274;Q6GSA6	MAPK signaling pathway;ErbB signaling pathway;Chemokine signaling pathway;mTOR signaling pathway;Apoptosis;VEGF signaling pathway;Osteoclast differentiation;Focal adhesion;Tight junction;Toll-like receptor signaling pathway;Jak-STAT signaling pathway;T cell receptor signaling pathway;B cell receptor signaling pathway;Fc epsilon RI signaling pathway;Fc gamma R-mediated phagocytosis;Neurotrophin signaling pathway;Insulin signaling pathway;Progesterone-mediated oocyte maturation;Adipocytokine signaling pathway;Carbohydrate digestion and absorption;Chagas disease (American trypanosomiasis);Toxoplasmosis;ko05152;Hepatitis C;Measles;Pathways in cancer;Colorectal cancer;Renal cell carcinoma;Pancreatic cancer;Endometrial cancer;Glioma;Prostate cancer;Melanoma;Chronic myeloid leukemia;Acute myeloid leukemia;Small cell lung cancer;Non-small cell lung cancer
Q8CHT0;B1AXW8;Q7TND0;Q8BXM3;Q8R0N1;Q8R1S2	Alanine, aspartate and glutamate metabolism;Arginine and proline metabolism
Q9WUA6	MAPK signaling pathway;ErbB signaling pathway;Chemokine signaling pathway;mTOR signaling pathway;Apoptosis;VEGF signaling pathway;Osteoclast differentiation;Focal adhesion;Tight junction;Toll-like receptor signaling pathway;Jak-STAT signaling pathway;T cell receptor signaling pathway;B cell receptor signaling pathway;Fc epsilon RI signaling pathway;Fc gamma R-mediated phagocytosis;Neurotrophin signaling pathway;Insulin signaling pathway;Progesterone-mediated oocyte maturation;Adipocytokine signaling pathway;Carbohydrate digestion and absorption;Chagas disease (American trypanosomiasis);Toxoplasmosis;ko05152;Hepatitis C;Measles;Pathways in cancer;Colorectal cancer;Renal cell carcinoma;Pancreatic cancer;Endometrial cancer;Glioma;Prostate cancer;Melanoma;Chronic myeloid leukemia;Acute myeloid leukemia;Small cell lung cancer;Non-small cell lung cancer
P47740;Q99L64	Glycolysis / Gluconeogenesis;Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Fatty acid metabolism;Valine, leucine and isoleucine degradation;Lysine degradation;Arginine and proline metabolism;Histidine metabolism;Tryptophan metabolism;beta-Alanine metabolism;Glycerolipid metabolism;Pyruvate metabolism;Chloroalkane and chloroalkene degradation;Propanoate metabolism;Limonene and pinene degradation
Q8BGT5;Q8BVY7;Q8K1J3	Alanine, aspartate and glutamate metabolism;Carbon fixation in photosynthetic organisms
Q8QZR5	Alanine, aspartate and glutamate metabolism;Carbon fixation in photosynthetic organisms
Q8K009;E9QLV8	One carbon pool by folate
Q62148;Q6DI79	Retinol metabolism
Q80VQ0;Q63ZW3;Q8VHW0;Q9CW05	Glycolysis / Gluconeogenesis;Histidine metabolism;Tyrosine metabolism;Phenylalanine metabolism;beta-Alanine metabolism;Metabolism of xenobiotics by cytochrome P450;Drug metabolism - cytochrome P450
P21300	Pentose and glucuronate interconversions;Fructose and mannose metabolism;Galactose metabolism;Glycerolipid metabolism;Pyruvate metabolism
P47738	Glycolysis / Gluconeogenesis;Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Fatty acid metabolism;Valine, leucine and isoleucine degradation;Lysine degradation;Arginine and proline metabolism;Histidine metabolism;Tryptophan metabolism;beta-Alanine metabolism;Glycerolipid metabolism;Pyruvate metabolism;Chloroalkane and chloroalkene degradation;Propanoate metabolism;Limonene and pinene degradation
P45377;Q99JN4	Pentose and glucuronate interconversions;Fructose and mannose metabolism;Galactose metabolism;Glycerolipid metabolism;Pyruvate metabolism
P05063;Q64011;Q8CA91;Q99K96;Q9DBA4;Q9JK32	Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Fructose and mannose metabolism;Carbon fixation in photosynthetic organisms
P05064	Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Fructose and mannose metabolism;Carbon fixation in photosynthetic organisms
P45376;O70130;Q99KC9	Pentose and glucuronate interconversions;Fructose and mannose metabolism;Galactose metabolism;Glycerolipid metabolism;Pyruvate metabolism
Q91Y97;Q8K034;Q91W73	Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Fructose and mannose metabolism;Carbon fixation in photosynthetic organisms
Q8VDB2;Q3UQK8	N-Glycan biosynthesis;Various types of N-glycan biosynthesis
Q3TZM9;Q6P7W8;Q8BL38	N-Glycan biosynthesis;Various types of N-glycan biosynthesis
Q9D081;Q8CEP2	N-Glycan biosynthesis;Various types of N-glycan biosynthesis
Q921Q3;Q3UKT8	N-Glycan biosynthesis;Various types of N-glycan biosynthesis
Q3TAE8;Q3TZF4	N-Glycan biosynthesis
Q6P8H8;E9Q3H5;Q3TKP5	N-Glycan biosynthesis
Q9D8C3;A3KGC8;A3KGD0;A3KGD1;Q8BUA4;Q9D5Z6	N-Glycan biosynthesis;Various types of N-glycan biosynthesis
Q9DB25	N-Glycan biosynthesis
Q9DBE8;Q7TN30;Q9CWI6;Q9JJA8	N-Glycan biosynthesis;Various types of N-glycan biosynthesis
Q8K2A8;E9QKP9	N-Glycan biosynthesis;Various types of N-glycan biosynthesis
Q8VDI9;Q8BT44;Q8C378;Q8C7G0	N-Glycan biosynthesis;Various types of N-glycan biosynthesis
Q9JHX6;E9QL21	Purine metabolism
O35936;B1ASX5	Arachidonic acid metabolism
Q9JJW6;Q8C869	RNA transport;mRNA surveillance pathway;Spliceosome
Q920R0;G5E868;Q8JZR1;Q9CXJ3	Amyotrophic lateral sclerosis (ALS)
P00688;Q4VBW6;Q61295;Q61296;Q64301	Starch and sucrose metabolism;Carbohydrate digestion and absorption
O09174;Q543Q9;Q9DCW6	Primary bile acid biosynthesis;Peroxisome
Q8K592;Q0VDQ4	Cytokine-cytokine receptor interaction;TGF-beta signaling pathway
Q9R049;Q8K008;Q99LH5	Protein processing in endoplasmic reticulum
Q9D4H4;B9EKN5;Q571F1	Tight junction
Q3V1D3;F8VPY9	Purine metabolism
Q7TQF7;Q8R1C4	Fc gamma R-mediated phagocytosis
Q9DBT5;A2AE27;A2AE28;Q91YI2	Purine metabolism
O08739;O88692;Q8CFR4	Purine metabolism
P16406	Renin-angiotensin system
P97449;Q91YH8;Q99K63	Glutathione metabolism;Renin-angiotensin system;Hematopoietic cell lineage
Q9CPY7;Q3TFS5;Q4FJV1;Q4FK15;Q99P44;Q9CWN8	Arginine and proline metabolism;Glutathione metabolism
P00687;Q921Y7	Starch and sucrose metabolism;Carbohydrate digestion and absorption
P40753	Vascular smooth muscle contraction
Q61839	Vascular smooth muscle contraction
O08538;Q6NWV7	Rheumatoid arthritis
Q8BZQ7;Q3TCK5;Q8R2Q1	Cell cycle;Cell cycle - yeast;Meiosis - yeast;Oocyte meiosis;Ubiquitin mediated proteolysis;Progesterone-mediated oocyte maturation
P05125;Q5FW59	Vascular smooth muscle contraction
Q9Z1P8;Q78ZJ9;Q9JHX7;Q9JLX7	PPAR signaling pathway
P19091	Oocyte meiosis;Pathways in cancer;Prostate cancer
Q8CIG8;Q3TNN1;Q9QZS9	RNA transport;Cell cycle - yeast
P18293	Purine metabolism;Vascular smooth muscle contraction
Q6VVW5;B1AWI8;Q6VVW3;Q6VVW4;Q8CGA9	Purine metabolism;Vascular smooth muscle contraction
P32261	Complement and coagulation cascades
Q812C9;A2A4J0;Q80WP3	Glycine, serine and threonine metabolism;Tyrosine metabolism;Phenylalanine metabolism;beta-Alanine metabolism;Isoquinoline alkaloid biosynthesis;Tropane, piperidine and pyridine alkaloid biosynthesis
Q64133;B1AX52;Q8K0Z8	Glycine, serine and threonine metabolism;Arginine and proline metabolism;Histidine metabolism;Tyrosine metabolism;Phenylalanine metabolism;Tryptophan metabolism;Isoquinoline alkaloid biosynthesis;Drug metabolism - cytochrome P450
O70423;A2A4I7;Q66JM4;Q9R055	Glycine, serine and threonine metabolism;Tyrosine metabolism;Phenylalanine metabolism;beta-Alanine metabolism;Isoquinoline alkaloid biosynthesis;Tropane, piperidine and pyridine alkaloid biosynthesis
O35643;Q3TXG4;Q922E2	Lysosome
Q5SGK3;B9EKC6	Valine, leucine and isoleucine degradation;Tyrosine metabolism;Tryptophan metabolism;Vitamin B6 metabolism;Nicotinate and nicotinamide metabolism;Drug metabolism - cytochrome P450
Q8BW75;Q14CG9;Q8C0B2	Glycine, serine and threonine metabolism;Arginine and proline metabolism;Histidine metabolism;Tyrosine metabolism;Phenylalanine metabolism;Tryptophan metabolism;Isoquinoline alkaloid biosynthesis;Drug metabolism - cytochrome P450
P35585	Lysosome
Q9DB50;B1B0F4;Q543R7	Lysosome
Q7TN05	Lysosome
P17427;Q8C2J5;Q921V0	Endocytosis;Endocrine and other factor-regulated calcium reabsorption;Huntington's disease
P22892	Lysosome
Q9WVP1;Q99LA4;Q9CWP7	Lysosome
O88512;Q2YDV3	Lysosome
O54754;Q9WU85;Q9Z2Z5	Valine, leucine and isoleucine degradation;Tyrosine metabolism;Tryptophan metabolism;Vitamin B6 metabolism;Nicotinate and nicotinamide metabolism;Drug metabolism - cytochrome P450
Q9JME5;B2RTK2;Q3UYP8;Q6QR53;Q8R1E5	Lysosome
P61967;P82267;Q00382;Q9BTN4;Q9UDW9	Lysosome
Q8R2R9;Q3UYJ3;Q923G7	Lysosome
P17426	Endocytosis;Endocrine and other factor-regulated calcium reabsorption;Huntington's disease
Q9WV76;B0V3P2	Lysosome
P62743;P70626;P97626;Q00380	Endocytosis;Endocrine and other factor-regulated calcium reabsorption;Huntington's disease
Q9DCR2;O88670	Lysosome
P84091;P20172;P53679	Endocytosis;Endocrine and other factor-regulated calcium reabsorption;Huntington's disease
Q80V94;A2ASB4	Lysosome
O54774	Lysosome
Q8BSZ2;O09077;O09149;Q3UDG7;Q8CAY1;Q99589	Lysosome
Q9DBG3;Q80XJ4	Endocytosis;Endocrine and other factor-regulated calcium reabsorption;Huntington's disease
Q9JKC7	Lysosome
O88879;A2RRK8	p53 signaling pathway;Apoptosis;Alzheimer's disease;Parkinson's disease;Amyotrophic lateral sclerosis (ALS);Huntington's disease;ko05152;Small cell lung cancer
Q9Z1T1;E9QQ08;Q91YR4	Lysosome
P56380;Q9D2U6;Q9D6V2	Purine metabolism;Pyrimidine metabolism
Q9JKC8;Q5BKQ6	Lysosome
Q9WVL1	Lysosome
Q8R034	Cell cycle;Oocyte meiosis;Ubiquitin mediated proteolysis;Progesterone-mediated oocyte maturation
Q9QXJ1;E9QNW5;O08642;Q3TPU0;Q8BNF4;Q8BSR9	Alzheimer's disease
Q8K2H6;Q9CW24	Cell cycle;Cell cycle - yeast;Meiosis - yeast;Oocyte meiosis;Ubiquitin mediated proteolysis;Progesterone-mediated oocyte maturation
P53995;A2ATQ4;Q8BP33;Q8C772	Cell cycle;Cell cycle - yeast;Meiosis - yeast;Oocyte meiosis;Ubiquitin mediated proteolysis;Progesterone-mediated oocyte maturation
Q8BTZ4;Q3TGA7;Q80UJ6;Q80W43;Q8BWW7;Q8C0F7;Q9CRX0;Q9CSL1;Q9JJB8	Cell cycle;Cell cycle - yeast;Meiosis - yeast;Oocyte meiosis;Ubiquitin mediated proteolysis;Progesterone-mediated oocyte maturation
Q9CPX9;Q3UWH1;Q9CTG0	Cell cycle;Cell cycle - yeast;Meiosis - yeast;Oocyte meiosis;Ubiquitin mediated proteolysis;Progesterone-mediated oocyte maturation
Q9R0R4	Neuroactive ligand-receptor interaction
Q68G58;Q8BJP7;Q8BTR7;Q8BUZ2;Q8BYE9;Q8R018;Q8R328;Q9CS12	Base excision repair
Q9WVM3;Q3UBM7;Q8BSR2;Q91W13	Cell cycle;Cell cycle - yeast;Meiosis - yeast;Oocyte meiosis;Ubiquitin mediated proteolysis;Progesterone-mediated oocyte maturation
Q9DCZ9;Q3U2R3	Notch signaling pathway;Alzheimer's disease
Q91W96;Q99LR5;Q9CZZ0	Cell cycle;Cell cycle - yeast;Meiosis - yeast;Oocyte meiosis;Ubiquitin mediated proteolysis;Progesterone-mediated oocyte maturation
Q8BVF7;Q8R1T3;Q91VL5	Notch signaling pathway;Alzheimer's disease
P28352	Base excision repair
Q8C7N7;Q3U3B5;Q8CEC9	Notch signaling pathway;Alzheimer's disease
Q9WV08;Q3TZS9	Neuroactive ligand-receptor interaction
Q8C7G5;Q91X90;Q99P64	PPAR signaling pathway
Q00623;O08855;O09042;Q8BPD5	PPAR signaling pathway;Fat digestion and absorption;Vitamin digestion and absorption;African trypanosomiasis
P09813;Q3UKX6;Q61317	PPAR signaling pathway
P06728;Q91XF8	Fat digestion and absorption;Vitamin digestion and absorption
P33622;Q8VC58;Q9CPP9	PPAR signaling pathway
E9Q414;Q3UH74;Q497D8;Q61314;Q61318;Q8CGG8	Fat digestion and absorption;Vitamin digestion and absorption
P08226	Alzheimer's disease
Q9JM54	p53 signaling pathway
P08030;Q564P4;Q61319;Q6PK77;Q9DCY3	Purine metabolism
Q9WTY4;Q545H1	Salivary secretion
O54794;Q8C630	PPAR signaling pathway
Q8R2N1;Q3TU75;Q9JJN8;Q9WTJ3	Vasopressin-regulated water reabsorption
Q02013;Q542P1;Q91VY8	Proximal tubule bicarbonate reclamation;Bile secretion
P56402;Q8VCG5;Q9R232	Vasopressin-regulated water reabsorption
P56404;Q91XC2	Bile secretion
P55088;P97818;Q4FJP1;Q61131;Q61132;Q8VHE4;Q8VHE5;Q9EQI3	Vasopressin-regulated water reabsorption;Bile secretion
Q9JJJ3	Bile secretion
Q8CFQ3;P97871;Q3U9N1;Q3ULE8;Q80TX8	Spliceosome
P04627;B1AUN9;Q99J44;Q9CTT5;Q9D6R6;Q9DBU7	ErbB signaling pathway;Vascular smooth muscle contraction;Natural killer cell mediated cytotoxicity;Long-term potentiation;Long-term depression;Regulation of actin cytoskeleton;Insulin signaling pathway;Progesterone-mediated oocyte maturation;Hepatitis C;Pathways in cancer;Colorectal cancer;Renal cell carcinoma;Pancreatic cancer;Endometrial cancer;Glioma;Prostate cancer;Melanoma;Bladder cancer;Chronic myeloid leukemia;Acute myeloid leukemia;Non-small cell lung cancer
Q4LDD4;B2RUJ3;Q3UDD2;Q3US99;Q58ET6;Q6PEQ9;Q6ZQ48	Endocytosis
Q8R5G7;E9QMK7;Q5DTN4;Q6NVF1;Q8R5G6	Endocytosis
Q99MK8;Q99LL8	Chemokine signaling pathway;Endocytosis;Phototransduction - fly
Q9R0Q6;Q3UL75	Fc gamma R-mediated phagocytosis;Regulation of actin cytoskeleton;Bacterial invasion of epithelial cells;Pathogenic Escherichia coli infection;Shigellosis
Q9WV32;Q9CRC4	Fc gamma R-mediated phagocytosis;Regulation of actin cytoskeleton;Bacterial invasion of epithelial cells;Pathogenic Escherichia coli infection;Shigellosis
P31955	ErbB signaling pathway
P84078;P10947;P32889;Q3THZ2;Q3U849;Q3UDG1;Q3UF76	Vibrio cholerae infection
P62331;P26438	Endocytosis;Fc gamma R-mediated phagocytosis
Q9EPJ9;A8WIR9;A8WIS1;Q3TI52;Q8BMM6;Q8BMQ7	Endocytosis
Q99K28;Q9D758;Q9JIH1	Endocytosis
Q9D8S3;Q544V6;Q8BW06;Q99KN8	Endocytosis
O08691	Arginine and proline metabolism;Amoebiasis
Q61176;Q3TB74;Q3UEL0;Q4FK78;Q80VI4	Arginine and proline metabolism;Amoebiasis
Q7TNR9;Q80TJ6	Regulation of actin cytoskeleton
Q8C142;Q3TW86;Q6NWV6;Q8VDQ0	Endocytosis
Q61210;O89074;Q3T9Q7;Q80YE8;Q80YE9;Q91VL3	Vascular smooth muscle contraction;Regulation of actin cytoskeleton;ko05152
Q8K4I3;Q8C9V4	Regulation of actin cytoskeleton;Pancreatic cancer
Q9ES28;O08757;Q3UTS5;Q6XPA5;Q6ZQI5;Q8C750;Q91ZZ6;Q9ES27	Regulation of actin cytoskeleton
Q60875;E9QNW9;O09115;Q3TBI4;Q3TJ16;Q8CHE1;Q923E0;Q9ESG7	Pathogenic Escherichia coli infection
Q91YI0;Q3UFA2	Alanine, aspartate and glutamate metabolism;Arginine and proline metabolism
Q61324;Q7TQG2;Q8CHG9	Pathways in cancer;Renal cell carcinoma
P53762;Q60661;Q921F3	Pathways in cancer;Renal cell carcinoma
Q9D898	Fc gamma R-mediated phagocytosis;Regulation of actin cytoskeleton;Bacterial invasion of epithelial cells;Pathogenic Escherichia coli infection;Shigellosis
Q9CVB6;Q3U870	Fc gamma R-mediated phagocytosis;Regulation of actin cytoskeleton;Bacterial invasion of epithelial cells;Pathogenic Escherichia coli infection;Shigellosis
P59999;O15509;Q3UWV4	Fc gamma R-mediated phagocytosis;Regulation of actin cytoskeleton;Bacterial invasion of epithelial cells;Pathogenic Escherichia coli infection;Shigellosis
Q9CPW4;Q3U9T3;Q9D8E7	Fc gamma R-mediated phagocytosis;Regulation of actin cytoskeleton;Bacterial invasion of epithelial cells;Pathogenic Escherichia coli infection;Shigellosis
Q9JM76;Q3TAT0	Fc gamma R-mediated phagocytosis;Regulation of actin cytoskeleton;Bacterial invasion of epithelial cells;Pathogenic Escherichia coli infection;Shigellosis
P50429;Q32KJ1;Q3TYV7;Q3U4Q6;Q8C404	Glycosaminoglycan degradation;Lysosome
Q8BWG8;Q3UH95;Q8BTJ5	MAPK signaling pathway;Chemokine signaling pathway;Endocytosis;Phototransduction
Q3TYD4;B1AT67;B1AT68;Q5XFU5;Q69ZT6;Q8CHS3;Q8VBZ5;Q9D3B4	Lysosome
P50428;Q9DC66	Sphingolipid metabolism;Lysosome
P50294	Caffeine metabolism;Nitrotoluene degradation;Drug metabolism - other enzymes
Q91YI4;Q3TCM2;Q5F2D8;Q5F2E0	MAPK signaling pathway;Chemokine signaling pathway;Endocytosis;Phototransduction
P50295	Caffeine metabolism;Nitrotoluene degradation;Drug metabolism - other enzymes
Q9QWY8;O08612;Q505F0;Q80TG8;Q80UV6;Q99LV8;Q9Z2B6	Endocytosis;Fc gamma R-mediated phagocytosis
P50296	Caffeine metabolism;Nitrotoluene degradation;Drug metabolism - other enzymes
Q7SIG6;Q501K1;Q66JN2	Endocytosis;Fc gamma R-mediated phagocytosis
Q9WV54	Sphingolipid metabolism;Lysosome
Q5U464	Endocytosis;Fc gamma R-mediated phagocytosis
Q9JHE3;Q3UWP9;Q8BNP0;Q8BQN7;Q8R236	Sphingolipid metabolism
Q9EPB4;Q9D2W9	NOD-like receptor signaling pathway;Cytosolic DNA-sensing pathway
Q99MY8;E9QNM2;Q3U598;Q80VY5;Q8BM69;Q8BTX0;Q8BZY6	Lysine degradation;Tight junction
Q03288;A2ALT3;Q80ST0	Melanogenesis
Q925H0;Q5SUU2;Q61203	Taste transduction
D3KU66;D3KU65	Tryptophan metabolism
Q04519;Q3UL52	Sphingolipid metabolism;Lysosome
Q61024;Q3TJA1;Q8BPC8	Alanine, aspartate and glutamate metabolism;Nitrogen metabolism
Q64191	Other glycan degradation;Lysosome
P16460	Alanine, aspartate and glutamate metabolism;Arginine and proline metabolism
Q6PIE5;Q80UZ8	Cardiac muscle contraction;Aldosterone-regulated sodium reabsorption;Endocrine and other factor-regulated calcium reabsorption;Proximal tubule bicarbonate reclamation;Salivary secretion;Gastric acid secretion;Pancreatic secretion;Carbohydrate digestion and absorption;Protein digestion and absorption;Bile secretion;Mineral absorption
P14094	Cardiac muscle contraction;Aldosterone-regulated sodium reabsorption;Endocrine and other factor-regulated calcium reabsorption;Proximal tubule bicarbonate reclamation;Salivary secretion;Gastric acid secretion;Pancreatic secretion;Carbohydrate digestion and absorption;Protein digestion and absorption;Bile secretion;Mineral absorption
P97370	Cardiac muscle contraction;Aldosterone-regulated sodium reabsorption;Endocrine and other factor-regulated calcium reabsorption;Proximal tubule bicarbonate reclamation;Salivary secretion;Gastric acid secretion;Pancreatic secretion;Carbohydrate digestion and absorption;Protein digestion and absorption;Bile secretion;Mineral absorption
Q8VDN2;Q91Z09	Cardiac muscle contraction;Aldosterone-regulated sodium reabsorption;Endocrine and other factor-regulated calcium reabsorption;Proximal tubule bicarbonate reclamation;Salivary secretion;Gastric acid secretion;Pancreatic secretion;Carbohydrate digestion and absorption;Protein digestion and absorption;Bile secretion;Mineral absorption
Q6PIC6	Cardiac muscle contraction;Aldosterone-regulated sodium reabsorption;Endocrine and other factor-regulated calcium reabsorption;Proximal tubule bicarbonate reclamation;Salivary secretion;Gastric acid secretion;Pancreatic secretion;Carbohydrate digestion and absorption;Protein digestion and absorption;Bile secretion;Mineral absorption
Q99ME6;Q543D0;Q99ME5	Cardiac muscle contraction;Aldosterone-regulated sodium reabsorption;Endocrine and other factor-regulated calcium reabsorption;Proximal tubule bicarbonate reclamation;Salivary secretion;Gastric acid secretion;Pancreatic secretion;Carbohydrate digestion and absorption;Protein digestion and absorption;Bile secretion;Mineral absorption
P14231	Cardiac muscle contraction;Aldosterone-regulated sodium reabsorption;Endocrine and other factor-regulated calcium reabsorption;Proximal tubule bicarbonate reclamation;Salivary secretion;Gastric acid secretion;Pancreatic secretion;Carbohydrate digestion and absorption;Protein digestion and absorption;Bile secretion;Mineral absorption
Q9Z1W8;Q32MR8;Q8VHY2	Oxidative phosphorylation
